Asset_ID,MUTCD_Code,Description,Sign_Category,Legend_Text,Latitude,Longitude,Road_Name,Intersection_With,Condition_Rating,Status,Install_Date,Sheeting_Type,Sheeting_Manufacturer,Facing_Direction,Side_of_Road,Mount_Height,Measured_Value,Passes_Minimum,Replacement_Cost,Support_Tag,Support_Type,Support_Material,Support_Height_Inches,Support_Condition,Support_Status,Support_Install_Date
SGN-1384,S1-1,School Zone,school,SCHOOL ZONE,39.822450,-89.654775,Adams St,Peoria Rd,4,active,06/10/2023,Type XI,Avery Dennison,90,W,85,,,,SUP-0695,square_tube,aluminum,65,4,rusted,06/10/2023
SGN-1385,R3-2,No Left Turn,regulatory,,39.804989,-89.631599,Chatham Rd,Lindbergh Blvd,5,active,07/18/2022,Type XI,Avery Dennison,270,E,79,,,,SUP-0696,u_channel,galvanized_steel,90,5,active,07/18/2022
SGN-1386,W1-2,Curve (right),warning,,39.759030,-89.661667,North Grand Ave,Old Jacksonville Rd,4,active,01/17/2024,Type III,,180,N,88,,,,SUP-0697,round_tube,galvanized_steel,88,4,active,01/17/2024
SGN-1387,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.765814,-89.634511,South Grand Ave,,5,active,01/22/2022,Type XI,3M,90,W,91,,,,SUP-0698,mast_arm,galvanized_steel,113,5,active,01/22/2022
SGN-1388,R1-1,STOP,regulatory,STOP,39.799993,-89.648403,2nd St,Jefferson St,4,active,10/08/2018,Type XI,Avery Dennison,0,S,90,,,,SUP-0699,round_tube,aluminum,84,4,active,10/08/2018
SGN-1389,W1-8,Chevron Alignment,warning,,39.794024,-89.640830,Washington St,Lindbergh Blvd,5,active,10/11/2020,Type III,Avery Dennison,0,S,80,,,,SUP-0700,round_tube,galvanized_steel,77,5,active,10/11/2020
SGN-1390,R1-1,STOP,regulatory,STOP,39.815872,-89.630870,Allen St,Glenwood Ave,3,replaced,01/15/2015,Type I,3M,90,W,81,40,false,,SUP-0701,mast_arm,galvanized_steel,196,3,active,01/15/2015
SGN-1391,D3-1,Distance Sign,guide,,39.793696,-89.666215,Bruns Ln,Montvale Dr,2,damaged,09/09/2013,Type I,Avery Dennison,0,S,88,,,202,SUP-0702,square_tube,aluminum,81,2,damaged,09/09/2013
SGN-1392,W1-1,Turn (right),warning,,39.750000,-89.655399,Lindbergh Blvd,,3,active,01/27/2024,Type IX,3M,90,W,89,418,true,,SUP-0703,wood,wood,99,3,active,01/27/2024
SGN-1393,W10-1,Railroad Crossing Advance,warning,,39.840000,-89.591989,Old Jacksonville Rd,Martin Luther King Dr,5,faded,06/18/2023,Type XI,3M,270,E,84,,,,SUP-0704,u_channel,galvanized_steel,77,5,active,06/18/2023
SGN-1394,R1-3,Multi-Way Stop Plaque,regulatory,,39.760445,-89.641141,Allen St,Spring St,4,active,09/04/2025,Type XI,3M,270,E,86,772,true,,SUP-0705,square_tube,aluminum,83,4,active,09/04/2025
SGN-1395,D1-1,Street Name Sign,guide,JEFFERSON ST,39.795921,-89.640889,Jefferson St,,3,active,03/18/2019,Type XI,,180,N,81,,,,SUP-0706,mast_arm,steel,201,3,active,03/18/2019
SGN-1396,R9-7,Pedestrian Crossing,regulatory,,39.797183,-89.643079,Capitol Ave,Monroe St,2,active,05/24/2023,Type XI,3M,0,S,85,643,true,181,SUP-0707,span_wire,steel,203,2,damaged,05/24/2023
SGN-1397,D3-1,Distance Sign,guide,,39.792980,-89.649994,Jefferson St,,4,active,07/29/2016,Type I,3M,90,W,91,37,false,,SUP-0708,u_channel,galvanized_steel,78,4,active,07/29/2016
SGN-1398,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.800951,-89.669796,Chatham Rd,,5,removed,05/17/2025,Type XI,3M,270,E,86,,,,SUP-0709,wood,wood,81,5,active,05/17/2025
SGN-1399,R3-1,No Right Turn,regulatory,,39.819139,-89.674467,Peoria Rd,,4,active,02/10/2016,Type I,Avery Dennison,180,N,82,,,,SUP-0710,round_tube,galvanized_steel,89,4,rusted,02/10/2016
SGN-1400,W11-3,Deer Crossing,warning,,39.750000,-89.637136,Meadowbrook Rd,,3,active,05/04/2018,Type IX,3M,90,W,78,396,true,,SUP-0711,u_channel,galvanized_steel,83,3,active,05/04/2018
SGN-1401,W3-1,Stop Ahead,warning,,39.793488,-89.656788,Montvale Dr,Bruns Ln,4,active,11/30/2020,Type III,,270,E,81,,,,SUP-0712,u_channel,galvanized_steel,80,4,active,11/30/2020
SGN-1402,W11-2,Pedestrian Crossing,warning,,39.804503,-89.644915,6th St,Edwards St,4,active,02/18/2021,Type IX,,90,W,86,,,,SUP-0713,round_tube,galvanized_steel,83,4,active,02/18/2021
SGN-1403,W11-2,Pedestrian Crossing,warning,,39.798902,-89.646922,Jefferson St,9th St,4,active,12/18/2023,Type XI,Avery Dennison,0,S,81,637,true,,SUP-0714,mast_arm,steel,144,4,active,12/18/2023
SGN-1404,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.808413,-89.615651,Bruns Ln,,3,active,02/18/2019,Type III,3M,180,N,89,,,,SUP-0715,square_tube,aluminum,86,3,active,02/18/2019
SGN-1405,R2-1,Speed Limit,regulatory,SPEED LIMIT 45,39.823836,-89.667987,Wabash Ave,,4,active,01/26/2016,Type I,3M,0,S,75,,,,SUP-0716,u_channel,aluminum,93,4,active,01/26/2016
SGN-1406,R1-1,STOP,regulatory,STOP,39.836329,-89.688193,Toronto Rd,Monroe St,4,active,03/25/2016,Type III,3M,0,S,81,,,,SUP-0717,u_channel,galvanized_steel,86,4,active,03/25/2016
SGN-1407,W2-1,Intersection Ahead,warning,,39.810018,-89.624607,Stevenson Dr,Lindbergh Blvd,5,damaged,04/21/2025,Type III,Avery Dennison,270,E,85,,,,SUP-0718,wood,treated_wood,95,5,active,04/21/2025
SGN-1408,D1-1,Street Name Sign,guide,BRUNS LN,39.770596,-89.650233,Bruns Ln,,3,active,11/26/2019,Type IX,3M,0,S,81,,,,SUP-0719,round_tube,galvanized_steel,86,3,active,11/26/2019
SGN-1409,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.840000,-89.666170,Meadowbrook Rd,,5,active,07/19/2021,Type XI,,270,E,85,,,,SUP-0720,u_channel,galvanized_steel,97,5,active,07/19/2021
SGN-1410,W3-1,Stop Ahead,warning,,39.825907,-89.623061,Old Jacksonville Rd,5th St,5,damaged,04/10/2024,Type IX,,90,W,81,491,true,,SUP-0721,mast_arm,steel,166,5,active,04/10/2024
SGN-1411,S1-1,School Zone,school,SCHOOL ZONE,39.766629,-89.645785,Martin Luther King Dr,Edwards St,1,faded,05/08/2015,Type III,3M,0,S,86,,,170,SUP-0722,u_channel,galvanized_steel,87,1,damaged,05/08/2015
SGN-1412,R1-1,STOP,regulatory,STOP,39.765490,-89.675309,MacArthur Blvd,Peoria Rd,5,active,04/22/2025,Type XI,Avery Dennison,270,E,83,,,,SUP-0723,mast_arm,galvanized_steel,154,5,active,04/22/2025
SGN-1413,R1-3,Multi-Way Stop Plaque,regulatory,,39.778586,-89.657284,South Grand Ave,Chatham Rd,5,active,05/03/2022,Type XI,3M,90,W,85,,,,SUP-0724,square_tube,galvanized_steel,86,5,active,05/03/2022
SGN-1414,W10-1,Railroad Crossing Advance,warning,,39.769432,-89.611349,Lindbergh Blvd,,2,damaged,10/12/2020,Type I,Avery Dennison,270,E,87,,,216,SUP-0725,mast_arm,steel,157,2,rusted,10/12/2020
SGN-1415,R3-2,No Left Turn,regulatory,,39.785278,-89.628000,Veterans Pkwy,,2,damaged,02/22/2016,Type III,Avery Dennison,180,N,82,,,207,SUP-0726,u_channel,galvanized_steel,83,2,damaged,02/22/2016
SGN-1416,D1-1,Street Name Sign,guide,WALNUT ST,39.827476,-89.651786,Walnut St,South Grand Ave,5,active,02/27/2024,Type IX,,270,E,77,,,,SUP-0727,square_tube,aluminum,69,5,active,02/27/2024
SGN-1417,W1-6,Large Arrow (chevron),warning,,39.820450,-89.656938,Bruns Ln,,3,active,12/09/2018,Type I,Avery Dennison,0,S,84,,,,SUP-0728,u_channel,galvanized_steel,89,3,active,12/09/2018
SGN-1418,R1-1,STOP,regulatory,STOP,39.798591,-89.643328,2nd St,9th St,3,active,12/16/2019,Type III,3M,90,W,81,,,,SUP-0729,u_channel,galvanized_steel,90,3,active,12/16/2019
SGN-1419,W3-3,Signal Ahead,warning,,39.800204,-89.647219,Washington St,Allen St,3,active,07/18/2017,Type I,3M,0,S,83,,,,SUP-0730,u_channel,aluminum,82,3,active,07/18/2017
SGN-1420,R2-1,Speed Limit,regulatory,SPEED LIMIT 45,39.805214,-89.634776,Clear Lake Ave,,4,active,01/24/2023,Type III,3M,270,E,79,,,,SUP-0731,square_tube,galvanized_steel,86,4,active,01/24/2023
SGN-1421,W20-1,Road Work Ahead,construction,,39.813696,-89.641828,Toronto Rd,,4,active,01/03/2026,,,180,N,87,,,,SUP-0732,u_channel,galvanized_steel,85,4,active,01/03/2026
SGN-1422,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.837210,-89.615022,Chatham Rd,11th St,5,active,01/14/2025,Type XI,Avery Dennison,0,S,86,,,,SUP-0733,square_tube,aluminum,92,5,active,01/14/2025
SGN-1423,D1-1,Street Name Sign,guide,BLACK AVE,39.780408,-89.657971,Black Ave,,5,active,02/25/2018,Type I,Avery Dennison,270,E,83,48,false,,SUP-0734,square_tube,galvanized_steel,77,5,active,02/25/2018
SGN-1424,W11-2,Pedestrian Crossing,warning,,39.796936,-89.647016,5th St,Edwards St,4,active,07/07/2022,Type IX,3M,180,N,83,,,,SUP-0735,wood,wood,93,4,active,07/07/2022
SGN-1425,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.772217,-89.648570,Walnut St,,2,active,09/21/2020,Type IX,3M,0,S,80,,,250,SUP-0736,square_tube,aluminum,89,2,leaning,09/21/2020
SGN-1426,W1-1,Turn (right),warning,,39.822029,-89.688313,Dirksen Pkwy,,4,active,03/27/2025,Type IX,3M,90,W,86,,,,SUP-0737,u_channel,galvanized_steel,82,4,active,03/27/2025
SGN-1427,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.801427,-89.630938,Chatham Rd,,4,active,11/09/2025,Type III,Avery Dennison,270,E,90,,,,SUP-0738,u_channel,galvanized_steel,78,4,active,11/09/2025
SGN-1428,D1-1,Street Name Sign,guide,VETERANS PKWY,39.806817,-89.654716,Veterans Pkwy,Peoria Rd,4,active,08/16/2022,Type XI,,180,N,89,,,,SUP-0739,round_tube,aluminum,83,4,active,08/16/2022
SGN-1429,W3-3,Signal Ahead,warning,,39.810857,-89.638241,Pasfield St,Stevenson Dr,3,active,12/19/2017,Type III,Avery Dennison,270,E,80,,,,SUP-0740,wood,wood,93,3,active,12/19/2017
SGN-1430,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.789121,-89.664093,Ash St,,2,obscured,09/25/2014,Type I,3M,0,S,87,,,281,SUP-0741,u_channel,galvanized_steel,88,2,damaged,09/25/2014
SGN-1431,S1-1,School Zone,school,SCHOOL ZONE,39.812991,-89.655575,Monroe St,,4,active,05/09/2016,Type III,,270,E,80,,,,SUP-0742,u_channel,galvanized_steel,85,4,active,05/09/2016
SGN-1432,W4-1,Merge,warning,,39.757749,-89.613344,Old Jacksonville Rd,,1,faded,01/19/2016,Type III,3M,0,S,81,,,172,SUP-0743,square_tube,galvanized_steel,86,1,damaged,01/19/2016
SGN-1433,R3-2,No Left Turn,regulatory,,39.786947,-89.628571,Allen St,,2,active,08/25/2013,Type I,3M,0,S,80,,,154,SUP-0744,u_channel,aluminum,84,2,leaning,08/25/2013
SGN-1434,R1-1,STOP,regulatory,STOP,39.800778,-89.647136,Edwards St,Adams St,2,damaged,01/18/2020,Type III,3M,90,W,82,,,184,SUP-0745,square_tube,galvanized_steel,90,2,damaged,01/18/2020
SGN-1435,D1-1,Street Name Sign,guide,SPRING ST,39.802184,-89.642583,Spring St,,4,active,03/17/2023,Type IX,Avery Dennison,180,N,85,,,,SUP-0746,round_tube,aluminum,87,4,active,03/17/2023
SGN-1436,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.750000,-89.636202,Veterans Pkwy,,4,active,10/06/2019,Type XI,3M,90,W,90,,,,SUP-0747,u_channel,aluminum,87,4,active,10/06/2019
SGN-1437,R1-1,STOP,regulatory,STOP,39.760968,-89.593882,South Grand Ave,Stevenson Dr,5,active,02/06/2025,Type III,,0,S,80,,,,SUP-0748,u_channel,galvanized_steel,85,5,active,02/06/2025
SGN-1438,R3-2,No Left Turn,regulatory,,39.750000,-89.656418,Peoria Rd,,2,active,01/29/2016,Type III,,180,N,81,132,true,336,SUP-0749,wood,wood,96,2,rusted,01/29/2016
SGN-1439,R1-3,Multi-Way Stop Plaque,regulatory,,39.765538,-89.665815,Dirksen Pkwy,Montvale Dr,4,active,01/22/2019,Type IX,,90,W,85,,,,SUP-0750,square_tube,aluminum,87,4,active,01/22/2019
SGN-1440,W1-2,Curve (right),warning,,39.836286,-89.661722,Toronto Rd,,5,active,09/11/2020,Type III,Avery Dennison,90,W,85,,,,SUP-0751,u_channel,galvanized_steel,88,5,active,09/11/2020
SGN-1441,W1-2,Curve (right),warning,,39.752794,-89.659546,Old Jacksonville Rd,,4,active,01/13/2023,Type XI,Avery Dennison,270,E,87,,,,SUP-0752,u_channel,galvanized_steel,84,4,active,01/13/2023
SGN-1442,R1-1,STOP,regulatory,STOP,39.796785,-89.645901,9th St,11th St,5,active,05/10/2024,Type XI,Avery Dennison,270,E,82,602,true,,SUP-0753,u_channel,galvanized_steel,86,5,active,05/10/2024
SGN-1443,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.827192,-89.682936,Wabash Ave,Chatham Rd,1,missing,04/04/2020,Type III,3M,180,N,83,,,280,SUP-0754,round_tube,galvanized_steel,81,1,leaning,04/04/2020
SGN-1444,W10-1,Railroad Crossing Advance,warning,,39.833607,-89.600672,MacArthur Blvd,,5,active,12/19/2024,Type IX,Avery Dennison,0,S,85,428,true,,SUP-0755,square_tube,aluminum,84,5,rusted,12/19/2024
SGN-1445,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.834228,-89.679013,South Grand Ave,Koke Mill Rd,1,faded,12/05/2013,Type I,,270,E,83,,,307,SUP-0756,round_tube,aluminum,85,1,rusted,12/05/2013
SGN-1446,W1-6,Large Arrow (chevron),warning,,39.799549,-89.642513,Veterans Pkwy,,5,active,06/28/2024,Type XI,3M,90,W,84,,,,SUP-0757,u_channel,galvanized_steel,83,5,active,06/28/2024
SGN-1447,R4-7,Keep Right,regulatory,,39.794163,-89.648847,Adams St,,4,active,01/22/2021,Type III,Avery Dennison,270,E,81,,,,SUP-0758,square_tube,galvanized_steel,86,4,active,01/22/2021
SGN-1448,W8-1,Dip,warning,,39.794483,-89.643467,Jefferson St,J David Jones Pkwy,2,damaged,11/05/2022,Type XI,3M,180,N,90,,,299,SUP-0759,u_channel,aluminum,74,2,rusted,11/05/2022
SGN-1449,R6-1,One Way (arrow),regulatory,ONE WAY,39.796815,-89.644270,Jefferson St,9th St,3,obscured,10/01/2015,Type IX,3M,180,N,85,272,true,,SUP-0760,u_channel,galvanized_steel,80,3,active,10/01/2015
SGN-1450,W1-1,Turn (right),warning,,39.840000,-89.662168,Old Jacksonville Rd,Spring St,3,active,10/13/2017,Type I,Avery Dennison,0,S,87,,,,SUP-0761,u_channel,galvanized_steel,81,3,active,10/13/2017
SGN-1451,R1-2,YIELD,regulatory,YIELD,39.804985,-89.650705,Black Ave,Clear Lake Ave,5,active,09/20/2024,Type XI,,270,E,84,,,,SUP-0762,wood,wood,105,5,active,09/20/2024
SGN-1452,D1-1,Street Name Sign,guide,WHITE OAKS LN,39.820713,-89.656450,White Oaks Ln,,4,active,02/08/2022,Type III,Avery Dennison,0,S,85,,,,SUP-0763,u_channel,galvanized_steel,92,4,active,02/08/2022
SGN-1453,W14-2,No Outlet,warning,,39.806171,-89.646233,Spring St,Ash St,4,active,04/09/2024,Type III,3M,90,W,83,,,,SUP-0764,square_tube,aluminum,83,4,active,04/09/2024
SGN-1454,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.789959,-89.641579,Black Ave,,4,active,04/11/2024,Type XI,3M,270,E,84,,,,SUP-0765,wall_mount,aluminum,96,4,missing,04/11/2024
SGN-1455,D1-1,Street Name Sign,guide,2ND ST,39.801558,-89.651757,2nd St,Ash St,2,active,11/21/2014,Type III,3M,0,S,80,,,302,SUP-0766,u_channel,galvanized_steel,85,2,damaged,11/21/2014
SGN-1456,W8-2,Rough Road,warning,,39.790623,-89.661050,Lawrence Ave,11th St,5,active,10/22/2024,Type III,,180,N,85,,,,SUP-0767,square_tube,galvanized_steel,78,5,active,10/22/2024
SGN-1457,R1-1,STOP,regulatory,STOP,39.756775,-89.659534,Old Jacksonville Rd,Walnut St,3,active,02/19/2024,Type III,Avery Dennison,270,E,82,,,,SUP-0768,square_tube,aluminum,90,3,active,02/19/2024
SGN-1458,R1-1,STOP,regulatory,STOP,39.800189,-89.643658,5th St,J David Jones Pkwy,5,faded,06/19/2018,Type XI,3M,270,E,84,,,,SUP-0769,square_tube,aluminum,83,5,active,06/19/2018
SGN-1459,W11-10,Truck Crossing,warning,,39.762637,-89.671213,South Grand Ave,,4,active,02/19/2023,Type XI,3M,270,E,83,479,true,,SUP-0770,square_tube,galvanized_steel,83,4,active,02/19/2023
SGN-1460,W3-1,Stop Ahead,warning,,39.798329,-89.653116,5th St,Meadowbrook Rd,4,active,08/22/2023,Type III,3M,90,W,85,247,true,,SUP-0771,u_channel,aluminum,80,4,active,08/22/2023
SGN-1461,W6-2,Divided Highway Ends,warning,,39.750000,-89.631950,Koke Mill Rd,5th St,5,active,05/24/2025,Type XI,3M,180,N,86,687,true,,SUP-0772,u_channel,galvanized_steel,77,5,active,05/24/2025
SGN-1462,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.801207,-89.648405,Capitol Ave,11th St,4,active,01/29/2024,Type III,3M,90,W,86,179,true,,SUP-0773,square_tube,aluminum,79,4,active,01/29/2024
SGN-1463,W3-3,Signal Ahead,warning,,39.815541,-89.663815,White Oaks Ln,Iles Ave,5,active,03/06/2022,Type IX,Avery Dennison,90,W,82,,,,SUP-0774,wall_mount,aluminum,100,5,active,03/06/2022
SGN-1464,R1-1,STOP,regulatory,STOP,39.759229,-89.617259,Lindbergh Blvd,Lawrence Ave,2,faded,01/03/2021,Type I,3M,270,E,87,,,232,SUP-0775,square_tube,galvanized_steel,84,2,leaning,01/03/2021
SGN-1465,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.793832,-89.644698,Jefferson St,,2,faded,12/05/2021,Type IX,3M,90,W,81,,,140,SUP-0776,square_tube,aluminum,84,2,active,12/05/2021
SGN-1466,W1-6,Large Arrow (chevron),warning,,39.801738,-89.640588,Capitol Ave,Archer Elevator Rd,3,active,02/15/2024,Type III,3M,90,W,91,212,true,,SUP-0777,square_tube,galvanized_steel,86,3,active,02/15/2024
SGN-1467,R1-3,Multi-Way Stop Plaque,regulatory,,39.793321,-89.642576,Washington St,Archer Elevator Rd,4,active,01/14/2025,Type III,Avery Dennison,180,N,81,247,true,,SUP-0778,square_tube,galvanized_steel,89,4,active,01/14/2025
SGN-1468,D1-1,Street Name Sign,guide,STEVENSON DR,39.817759,-89.643298,Stevenson Dr,,4,obscured,04/18/2019,Type XI,Avery Dennison,270,E,82,,,,SUP-0779,square_tube,galvanized_steel,90,4,active,04/18/2019
SGN-1469,R7-2,No Parking,regulatory,,39.801423,-89.643554,9th St,11th St,5,active,09/12/2024,Type IX,Avery Dennison,180,N,84,,,,SUP-0780,u_channel,galvanized_steel,86,5,active,09/12/2024
SGN-1470,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 15,39.773665,-89.646495,Glenwood Ave,Old Jacksonville Rd,3,active,12/04/2022,Type IX,3M,0,S,80,,,,SUP-0781,u_channel,galvanized_steel,76,3,active,12/04/2022
SGN-1471,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.763786,-89.658267,J David Jones Pkwy,Sangamon Ave,3,active,12/29/2023,Type XI,3M,90,W,85,,,,SUP-0782,square_tube,aluminum,80,3,active,12/29/2023
SGN-1472,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.792724,-89.658943,Allen St,Edwards St,3,active,09/20/2015,Type III,Avery Dennison,0,S,87,,,,SUP-0783,u_channel,galvanized_steel,81,3,active,09/20/2015
SGN-1473,W20-4,One Lane Road Ahead,construction,,39.840000,-89.621278,North Grand Ave,,4,active,01/16/2026,,,180,N,86,,,,SUP-0784,span_wire,steel,231,4,active,01/16/2026
SGN-1474,W8-17,Speed Hump,warning,,39.799513,-89.650459,9th St,,4,active,06/13/2020,Type III,Avery Dennison,90,W,87,,,,SUP-0785,u_channel,aluminum,93,4,active,06/13/2020
SGN-1475,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.813408,-89.665379,Bruns Ln,Stevenson Dr,5,active,01/20/2025,Type XI,3M,270,E,77,,,,SUP-0786,square_tube,galvanized_steel,77,5,active,01/20/2025
SGN-1476,D1-1,Street Name Sign,guide,GRAND AVE,39.764290,-89.641862,Grand Ave,White Oaks Ln,4,active,07/23/2015,Type III,3M,0,S,85,,,,SUP-0787,u_channel,aluminum,98,4,active,07/23/2015
SGN-1477,R1-1,STOP,regulatory,STOP,39.798492,-89.637380,5th St,Spring St,2,obscured,07/29/2020,Type III,3M,270,E,83,,,349,SUP-0788,u_channel,aluminum,81,2,rusted,07/29/2020
SGN-1478,R2-5,End Speed Limit,regulatory,,39.750944,-89.608369,MacArthur Blvd,Peoria Rd,5,active,05/30/2024,Type XI,Avery Dennison,0,S,84,,,,SUP-0789,round_tube,galvanized_steel,93,5,active,05/30/2024
SGN-1479,R1-1,STOP,regulatory,STOP,39.800198,-89.647378,2nd St,11th St,2,active,10/26/2018,Type IX,3M,270,E,88,,,110,SUP-0790,square_tube,galvanized_steel,78,2,damaged,10/26/2018
SGN-1480,R1-1,STOP,regulatory,STOP,39.797957,-89.643901,MacArthur Blvd,Adams St,3,active,05/28/2017,Type I,,180,N,78,,,,SUP-0791,u_channel,galvanized_steel,79,3,active,05/28/2017
SGN-1481,W20-3,Road Closed Ahead,construction,,39.811417,-89.637168,Old Jacksonville Rd,,5,active,01/27/2026,,,0,S,90,,,,SUP-0792,round_tube,galvanized_steel,84,5,active,01/27/2026
SGN-1482,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.824337,-89.634269,Glenwood Ave,Wabash Ave,4,active,07/25/2025,Type III,3M,270,E,96,212,true,,SUP-0793,square_tube,galvanized_steel,79,4,active,07/25/2025
SGN-1483,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.802576,-89.641943,6th St,,1,damaged,09/14/2020,Type III,Avery Dennison,180,N,81,,,329,SUP-0794,round_tube,galvanized_steel,74,1,damaged,09/14/2020
SGN-1484,D3-1,Distance Sign,guide,,39.788078,-89.653371,Black Ave,Capitol Ave,5,active,07/20/2024,Type XI,3M,0,S,85,,,,SUP-0795,u_channel,aluminum,89,5,active,07/20/2024
SGN-1485,R1-1,STOP,regulatory,STOP,39.801285,-89.644705,Cook St,Clear Lake Ave,5,active,11/15/2023,Type IX,3M,180,N,79,,,,SUP-0796,mast_arm,steel,234,5,active,11/15/2023
SGN-1486,R1-1,STOP,regulatory,STOP,39.800288,-89.642091,Edwards St,Rutledge St,5,active,04/23/2024,Type IX,3M,270,E,85,,,,SUP-0797,u_channel,galvanized_steel,86,5,damaged,04/23/2024
SGN-1487,D3-1,Distance Sign,guide,,39.801227,-89.640612,6th St,,1,faded,08/15/2015,Type I,3M,0,S,83,,,331,SUP-0798,wood,wood,100,1,leaning,08/15/2015
SGN-1488,R1-1,STOP,regulatory,STOP,39.823811,-89.655723,Dirksen Pkwy,North Grand Ave,3,active,06/08/2018,Type III,3M,0,S,84,176,true,,SUP-0799,round_tube,aluminum,74,3,active,06/08/2018
SGN-1489,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.769316,-89.630452,Dirksen Pkwy,Cook St,3,active,08/13/2014,Type I,3M,270,E,87,,,,SUP-0800,mast_arm,steel,182,3,active,08/13/2014
SGN-1490,R1-1,STOP,regulatory,STOP,39.800940,-89.646525,Adams St,Jefferson St,2,faded,02/29/2024,Type XI,Avery Dennison,270,E,81,,,343,SUP-0801,u_channel,galvanized_steel,86,2,damaged,02/29/2024
SGN-1491,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.824228,-89.651595,Clear Lake Ave,,4,active,10/21/2023,Type XI,,0,S,83,,,,SUP-0802,u_channel,aluminum,82,4,active,10/21/2023
SGN-1492,R1-1,STOP,regulatory,STOP,39.809357,-89.661497,Lawrence Ave,Stanford Ave,5,active,10/31/2024,Type XI,3M,180,N,91,,,,SUP-0803,square_tube,galvanized_steel,81,5,active,10/31/2024
SGN-1493,W2-3,T-Intersection,warning,,39.762755,-89.653338,Veterans Pkwy,Monroe St,2,damaged,07/16/2022,Type IX,3M,90,W,82,,,93,SUP-0804,square_tube,aluminum,88,2,damaged,07/16/2022
SGN-1494,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.819582,-89.652007,White Oaks Ln,11th St,4,active,10/06/2017,Type I,3M,180,N,85,,,,SUP-0805,wood,treated_wood,96,4,active,10/06/2017
SGN-1495,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.801504,-89.641248,Jefferson St,2nd St,3,active,07/13/2020,Type XI,Avery Dennison,270,E,87,,,,SUP-0806,round_tube,galvanized_steel,85,3,active,07/13/2020
SGN-1496,D1-1,Street Name Sign,guide,VETERANS PKWY,39.814188,-89.660146,Veterans Pkwy,,2,active,12/09/2017,Type III,Avery Dennison,270,E,88,,,122,SUP-0807,round_tube,aluminum,88,2,rusted,12/09/2017
SGN-1497,R2-1,Speed Limit,regulatory,SPEED LIMIT 45,39.807834,-89.639698,6th St,Meadowbrook Rd,5,active,12/31/2025,Type III,3M,0,S,85,,,,SUP-0808,round_tube,aluminum,76,5,active,12/31/2025
SGN-1498,R1-1,STOP,regulatory,STOP,39.816376,-89.651364,Allen St,Archer Elevator Rd,3,active,10/21/2019,Type XI,3M,0,S,80,,,,SUP-0809,u_channel,galvanized_steel,87,3,active,10/21/2019
SGN-1499,R1-1,STOP,regulatory,STOP,39.767026,-89.646713,Rutledge St,South Grand Ave,2,active,05/16/2012,Type I,3M,180,N,84,,,338,SUP-0810,square_tube,galvanized_steel,85,2,damaged,05/16/2012
SGN-1500,D1-1,Street Name Sign,guide,MONROE ST,39.807243,-89.646545,Monroe St,Ash St,3,damaged,01/13/2021,Type I,3M,90,W,91,65,true,,SUP-0811,square_tube,galvanized_steel,88,3,active,01/13/2021
SGN-1501,R1-1,STOP,regulatory,STOP,39.801743,-89.646682,6th St,Spring St,5,active,02/02/2023,Type III,Avery Dennison,180,N,87,,,,SUP-0812,u_channel,aluminum,71,5,active,02/02/2023
SGN-1502,R1-1,STOP,regulatory,STOP,39.814088,-89.656534,Clear Lake Ave,Montvale Dr,5,active,01/14/2025,Type XI,Avery Dennison,90,W,78,443,true,,SUP-0813,square_tube,galvanized_steel,89,5,active,01/14/2025
SGN-1503,W10-1,Railroad Crossing Advance,warning,,39.838011,-89.619356,Meadowbrook Rd,,2,obscured,10/02/2019,Type III,3M,180,N,82,,,202,SUP-0814,mast_arm,steel,194,2,active,10/02/2019
SGN-1504,R1-1,STOP,regulatory,STOP,39.786019,-89.639651,Bruns Ln,Grand Ave,2,active,04/26/2019,Type III,Avery Dennison,270,E,86,,,160,SUP-0815,u_channel,aluminum,88,2,leaning,04/26/2019
